id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url,new_financial_disclosure_addition
"1926","Transportation","Daniel Elwell","Consultant, Office of the Under Secretary of Transportation for Policy","","","","2017-01-30","","https://www.documentcloud.org/documents/6420195-Daniel-Elwell-Financial-Disclosure.html","","","Special-government employees are not required to submit publicly-available financial disclosures","36","daniel-elwell","","","","","transportation","","","","","","","","true","Elwell","","","","","",""
"1910","Transportation","Holly R. Lewis","Special Assistant for Scheduling","","","","2017-01-20","","https://www.documentcloud.org/documents/6419766-Holly-R-Lewis-Financial-Disclosure.html","","","","36","holly-r-lewis","","","","","transportation","","","","","","","","","Lewis","","","","","https://www.documentcloud.org/documents/4824397-Holly-R-Lewis-Resume.html",""
"1923","Transportation","Sean D. Poole","Special Assistant","","","","2017-08-20","2019-03-30","https://www.documentcloud.org/documents/6419784-Sean-D-Poole-Financial-Disclosure.html","","","","36","sean-d-poole","","","","","transportation","","","","","","","","","Poole","","","","","https://www.documentcloud.org/documents/4824471-Sean-D-Poole-Resume.html",""
"1908","Transportation","Mala Krishnamoorti","Associate Administrator for Highway Policy and External Affairs","","","","2017-07-24","","https://www.documentcloud.org/documents/6419782-Mala-Krishnamoorti-Financial-Disclosure.html","","","","36","mala-krishnamoorti","","","","","transportation","","","","","","","","","Krishnamoorti","","","","","",""
"1909","Transportation","Monica Y. Kuo","Special Assistant","","","","2017-10-01","","https://www.documentcloud.org/documents/6419783-Monica-Y-Kuo-Financial-Disclosure.html","","","","36","monica-y-kuo","","","","","transportation","","","","","","","","","Kuo","","","","","",""
"1927","Transportation","Juan D. Reyes","Chief Counsel","","","","2017-09-25","2019-01-04","https://www.documentcloud.org/documents/6419794-Juan-D-Reyes-Financial-Disclosure.html","","","","36","juan-d-reyes","","","","","transportation","","","","","","","","","Reyes","","","","","https://www.documentcloud.org/documents/4824362-Juan-D-Reyes-Resume.html",""
"1929","Transportation","Benjamin J. Siegrist","Special Assistant Scheduling and Advance","","","","2017-02-28","2018-08-31","https://www.documentcloud.org/documents/6420144-Benjamin-J-Siegrist-Financial-Disclosure.html","","","","36","benjamin-j-siegrist","true","","","","transportation","","","","","","","","","Siegrist","","","","","https://www.documentcloud.org/documents/4824427-Benjamin-J-Siegrist-Resume.html",""
"3497","White House Office","Austin D. Cantrell","Press Assistant","","","$48,800","","","","","","","39","austin-d-cantrell","","","","","white-house-office","","","","","","","","","Cantrell","","","","","",""
"1918","Housing and Urban Development","Trent M. Morse","Senior Policy Advisor, Office of the Deputy Secretary","","","","2018-02-18","2018-07-07","","","","","82","trent-m-morse-housing-and-urban-development","","","","","housing-and-urban-development","","","","","","","","","Morse","","","Health and Human Services","","",""
"1919","Health and Human Services","Trent M. Morse","White House Liaison for Political Personnel, Boards and Commissions","","","","2018-07-08","","","","","","6","trent-m-morse-health-and-human-services","","","","","health-and-human-services","","","","","","","","","Morse","","","","","",""
"673","White House Office","Thomas Bossert","Assistant to the President for Homeland Security and Counterterrorism and Deputy National Security Advisor","","","","2017-01-20","2017-04-10","https://www.documentcloud.org/documents/3883239-Bossert-Thomas.html","","","","39","thomas-bossert","","","","","white-house-office","","","","","Mr. Bossert has 20 years of experience in senior executive government and private sector roles. He served last in government as the Deputy Homeland Security Advisor to the President George W. Bush and has held several other policy positions on the National Security Council and Homeland Security Council staff. Among other government positions, Mr. Bossert was a plank holder at the Department of Homeland Security, served as congressional staff, and in a federal prosecutor’s office. Mr. Bossert was previously a Zurich Cyber Risk Fellow at the Atlantic Council’s Cyber Statecraft Initiative and ran a risk management consulting firm. Mr. Bossert earned his law degree from George Washington University and his Bachelor’s Degree from the University of Pittsburgh. He was born and raised in Quakertown, Pennsylvania.","White House","https://www.whitehouse.gov/nsc/staff/","","Bossert","","","","","",""
"136","Energy","John Joseph Sneed","Executive Director, Loan Programs Office","","","$170,000","2017-06-05","","https://www.documentcloud.org/documents/4387714-John-Joseph-Sneed-Financial-Disclosure.html","","","","75","john-joseph-sneed","","","","","energy","","","","","Mr. Sneed brings more than two decades of experience in government infrastructure investment and management from his time working for the State of Texas. As a member of the Texas Bond Review Board, Mr. Sneed helped to ensure the prudent use of debt financing to meet the state’s infrastructure needs. In his capacity as Senior Advisor to the Lieutenant Governor, Mr. Sneed served as liaison to the Texas Enterprise Fund, the largest “deal-closing” fund of its kind in the nation, and the Emerging Technology Fund, which provided incentives for commercialization activities for early-stage technologies. Prior to leading LPO, Mr. Sneed served as Executive Director of the Texas State Preservation Board, where he was charged with managing the care, maintenance, and preservation of more than one million square feet of property, including the State Capitol, Governor’s Mansion, State Cemetery, and Bullock Texas State History Museum. In that role, Mr. Sneed led enterprise operations that helped to fund historic preservation and management of the State History Museum. A proud fifth-generation Texan, Mr. Sneed earned a bachelor’s degree from Texas A&M University. He and his wife Michelle have been married for more than thirty years and they have two daughters and two sons-in-law.","Department of Education","https://energy.gov/lpo/contributors/john-sneed","","Sneed","","","","","",""
"1964","Treasury","Jessica Renier","Senior Advisor","","","","2017-06-26","","https://www.documentcloud.org/documents/6419825-Jessica-Renier-Financial-Disclosure.html","","","","69","jessica-renier","","","","","treasury","","","","","","","","","Renier","","","","","",""
"1965","Treasury","Jessie K. Liu","Deputy General Counsel","","","","2017-04-17","2017-09-21","https://www.documentcloud.org/documents/6419826-Jessie-K-Liu-Financial-Disclosure.html","","","","69","jessie-k-liu","","","","","treasury","","","","","","","","","Liu","","","","","",""
"1966","Treasury","Joseph M. Smith","Director, Operations (Scheduling and Advance)","","","","2017-03-01","","https://www.documentcloud.org/documents/6419491-Joseph-M-Smith-Financial-Disclosure.html","","","","69","joseph-m-smith","","","","","treasury","","","","","","","","","Smith","","","","","",""
"1967","Treasury","Joseph Trevor Kellogg (Trevor Joseph Kellogg)","Special Assistant","","","","2017-05-15","2019-10-13","https://www.documentcloud.org/documents/6420135-Joseph-Trevor-Kellogg-Trevor-Joseph-Kellogg.html","","","","69","joseph-trevor-kellogg-trevor-joseph-kellogg","","","","","treasury","","","","","","","","","Kellogg)","","","","","",""
"1968","Treasury","Justin George Muzinich","Deputy Secretary","Counselor to the Secretary","","","2017-02-17","","https://www.documentcloud.org/documents/6419831-Justin-George-Muzinich-Financial-Disclosure.html","","","","69","justin-george-muzinich","","","","","treasury","","","","","","","","","Muzinich","","","","","",""
"1969","Treasury","Keith Noreika","Acting Comptroller of the Currency","Director of Office of Counterintelligence, Under Secretary For Terrorism And Financial Intelligence","","","2017-05-05","2017-11-27","https://www.documentcloud.org/documents/6420137-Keith-Noreika-Financial-Disclosure.html","","","","69","keith-noreika","","","","","treasury","","","","","","","","","Noreika","","","","","",""
"1970","Treasury","Marisol Garibay","Deputy Assistant Secretary","","","","2017-06-26","2018-05-29","https://www.documentcloud.org/documents/6419833-Marisol-Garibay-Financial-Disclosure.html","","","","69","marisol-garibay","","","","","treasury","","","","https://www.linkedin.com/in/marisol-garibay-6998391/","","","","","Garibay","","","Management and Budget","","",""
"1975","White House Office","Mary Sobczak","","","","","2018-08-19","","","","","","39","mary-sobczak-white-house-office","","","","","white-house-office","","","","","","","","","Sobczak","","","","","",""
"1393","Federal Communications Commission","Brendan T. Carr","Commissioner","","","","2017-08-03","","https://www.documentcloud.org/documents/4388397-Brendan-Carr-Financial-Disclosure.html","","","","22","brendan-t-carr","","","","","federal-communications-commission","","","","","Most recently, Commissioner Carr served as the General Counsel of the FCC. In that role, he served as the chief legal advisor to the Commission and FCC staff on all matters within the agency's jurisdiction. Previously, he served as the lead advisor to FCC Commissioner Ajit Pai on wireless, public safety, and international issues. Before that, he worked as an attorney in the FCC's Office of General Counsel, where he provided legal advice on a wide range of spectrum policy, competition, and public safety matters. Prior to joining the Commission in 2012, Mr. Carr was an attorney at Wiley Rein LLP, where he worked in the firm's appellate, litigation, and telecom practices. He represented clients in both trial and appellate court proceedings, including complex litigation involving the First Amendment and the Communications Act. Earlier in his career, he served as a law clerk for Judge Dennis W. Shedd of the U.S. Court of Appeals for the Fourth Circuit. Mr. Carr graduated magna cum laude from the Catholic University of America, Columbus School of Law and obtained a certificate from its Institute for Communications Law Studies. He also served as a Note and Comment Editor of the Catholic University Law Review. Mr. Carr received his undergraduate degree from Georgetown University. Commissioner Carr lives in Washington, DC with his wife and two children.","Federal Communications Commission","https://www.fcc.gov/about/leadership/brendan-carr","","Carr","","","","","",""
"1993","Veterans Affairs","John E. Wagner","Principal Deputy Assistant Secretary","","","","","","https://www.documentcloud.org/documents/6419830-John-E-Wagner-Financial-Disclosure.html","","","","76","john-e-wagner","true","","","","veterans-affairs","","","","","","","","","Wagner","","","","","",""
"1995","Commodity Futures Trading Commission","Bruce Tuckman","Chief Economist","","","","2017-09-05","","https://www.documentcloud.org/documents/6419839-Bruce-Tuckman-Financial-Disclosure.html","","","","56","bruce-tuckman","","","","","commodity-futures-trading-commission","","","","","","","","","Tuckman","","","","","",""
"2000","Commodity Futures Trading Commission","James McDonald","Director, Division of Enforcement","","","","2017-04-02","","https://www.documentcloud.org/documents/6419847-James-McDonald-Financial-Disclosure.html","","","","56","james-mcdonald","","","","","commodity-futures-trading-commission","","","","","","","","","McDonald","","","","","",""
"2001","Veterans Affairs","James Eric Hutton","Director for Public Affairs","Deputy Assistant Secretary, Office Of Public Affairs","","","2017-06-25","","https://www.documentcloud.org/documents/6420193-James-Eric-Hutton-Financial-Disclosure.html","","","","76","james-eric-hutton","","","","","veterans-affairs","","","","","","","","","Hutton","","","","","",""
"2002","Veterans Affairs","Paul R. Lawrence","Under Secretary of Veterans Affairs for Benefits","","","","2018-02-21","","https://www.documentcloud.org/documents/6419856-Paul-R-Lawrence-Financial-Disclosure.html","","","","76","paul-r-lawrence","","","","","veterans-affairs","","","","","","","","","Lawrence","","","","","",""
"2003","Defense","Ralph Cacci","Chief of Staff to the Deputy Secretary of Defense, Office of the Secretary of Defense","","","","2018-02-26","","","","","","16","ralph-cacci","","","","","defense","","","","","","","","","Cacci","","","","","",""
"2004","Defense","Ann Johnston","Deputy Assitant Secretary of Defense for Military Community and Family Policy, Office of the Under Secretary of Defense (Personnel And Readiness)","","","","2018-02-25","","","","","","16","ann-johnston","","","","","defense","","","","","","","","","Johnston","","","","","",""
"2005","Defense","Joseph Maida","Special Assistant to the DASD (Special) Operations and Counterterrorism), Office of the Under Secretary of Defense (Policy)","","","","2018-02-20","","","","","","16","joseph-maida","","","","","defense","","","","","","","","","Maida","","","","","",""
"1991","Veterans Affairs","Surafeal Asgedom","Executive Director, Modernization Program Office","","","","","","https://www.documentcloud.org/documents/6419849-Surafeal-Asgedom-Financial-Disclosure.html","","","Financial disclosure not released because it is incomplete","76","surafeal-asgedom","","","","","veterans-affairs","","","","","","","","","Asgedom","","","","","",""
"1994","Veterans Affairs","John H. Windom","Executive Director for Electronic Health Records Modernization","","","","","","https://www.documentcloud.org/documents/6419851-John-H-Windom-Financial-Disclosure.html","","","","76","john-h-windom","","","","","veterans-affairs","","","","","","","","","Windom","","","","","",""
"1992","Veterans Affairs","David J. Balland","Deputy Assistant Secretary for Congressional Affairs","","","","","","https://www.documentcloud.org/documents/6419850-David-J-Balland-Financial-Disclosure.html","","","","76","david-j-balland","","","","","veterans-affairs","","","","","","","","","Balland","","","","","",""
"1996","Veterans Affairs","Christopher D. Syrek","Executive Director of State and Local Government Relations","","","","","","https://www.documentcloud.org/documents/6419852-Christopher-D-Syrek-Financial-Disclosure.html","","","","76","christopher-d-syrek","","","","","veterans-affairs","","","","","","","","","Syrek","","","","","",""
"1997","Veterans Affairs","Kirk Mitchell Nicholas","Senior Advisor","","","","2017-09-12","2019-01-25","https://www.documentcloud.org/documents/6419853-Kirk-Mitchell-Nicholas-Financial-Disclosure.html","","","","76","kirk-mitchell-nicholas","","","","","veterans-affairs","","","","","","","","","Nicholas","","","","","",""
"1998","Veterans Affairs","Curtis E. Cashour","Press Secretary","","","","2017-06-08","","https://www.documentcloud.org/documents/6419854-Curtis-E-Cashour-Financial-Disclosure.html","","","","76","curtis-e-cashour","","","","","veterans-affairs","","","","","","","","","Cashour","","","","","",""
"1999","Veterans Affairs","Cathleen A. Haverstock","Special Assistant","","","","2017-06-28","","https://www.documentcloud.org/documents/6419855-Cathleen-A-Haverstock-Financial-Disclosure.html","","","","76","cathleen-a-haverstock","","","","","veterans-affairs","","","","","","","","","Haverstock","","","","","",""
"2018","Interior","Tara Mac Lean Sweeney","Assistant Secretary of Indian Affairs","","","","2018-07-30","","https://www.documentcloud.org/documents/6419858-Tara-Mac-Lean-Sweeney-Financial-Disclosure.html","","","","35","tara-mac-lean-sweeney","true","","","","interior","","","","","Sweeney grew up in rural Alaska and has spent a lifetime actively engaged in state and national policy arenas focused on advocating for responsible Indian energy policy, rural broadband connectivity, Arctic growth and Native American self-determination. She has served her Arctic Slope Regional Corporation and its subsidiaries in a variety of capacities for nearly two decades. The $2.6 billion corporation is the largest locally-owned and operated business in Alaska, with about 13,000 Iñupiat Eskimo members and 12,000 employees worldwide. In her role as the Executive Vice President of External Affairs, she was responsible for all facets of government affairs and corporate communications. Her primary responsibilities include strategic policy and position development, implementation and execution; engagement with federal and state executive and legislative branches on improving policies affecting Indian energy, taxation, resource development, government contracting, broadband development and access to capital; as well as all facets of corporate communication as official company spokesperson, including stakeholder engagement and coalition building.

Sweeney also has served in leadership positions on numerous business and nonprofit boards at both the state and national level, including chair of the Arctic Economic Council from 2015 to 2017; co-chair of the Alaska Federation of Natives (2013); Coast Guard Foundation Board of Trustees; the University of Alaska Foundation Board of Trustees; FCC Advisory Committee on Diversity for Communications in a Digital Age; Analytical Services, Inc.; Kohanic Broadcast Corporation (parent to the first Native American-owned, publicly supported FM radio station); Cherokee Nation New Market Tax Credit Advisory Board (CNB Economic Development Company, LLC, beneficiary); Breast Cancer Focus, Inc.; and Arctic Power.

Among her honors, Sweeney -- a lifetime member of the National Congress of American Indians -- was crowned Miss NCAI in 1993 and traveled the country as an ambassador for the organization. In 2003, Governor Frank Murkowski recognized Sweeney’s passion for rural Alaska, appointing her to his cabinet as Special Assistant for Rural Affairs and Education. In 2008 she was honored as a “Top Forty Under 40″ business leader by the Alaska Journal of Commerce. In 2014 & 2017 her team won two Emmy® Awards from the Northwest Chapter of the National Academy of Television Arts & Sciences, for its IAM IÑUPIAQ commercial campaign 2014 and its 2017 long-format documentary titled, “True North, the Story of ASRC”. She also served as co-chair for Senator Dan Sullivan’s (R-AK) successful Senate campaign. In 2017 she was inducted into the Anchorage ATHENA Society, a program of the Anchorage Chamber of Commerce that encourages the potential of women as valued members and leaders of the business community.

Born to Dr. Bryan Mac Lean and the Late Representative Eileen Panigeo Mac Lean, Sweeney is the granddaughter of the Late May Ahmaogak Panigeo and the Late Henry Panigeo of Barrow. She is the great granddaughter of the Late Bert and Nellie Panigeo and Isabel and Dr. Roy Ahmaogak. She was raised, attended schools and lived most of her life in rural Alaska in villages from Noorvik to Wainwright, Barrow, Bethel, and Unalakleet. She graduated from Barrow High School in 1991. A 1998 graduate of Cornell University School of Industrial and Labor Relations with a Bachelor of Science Degree, Sweeney is married to Kevin, and together they have two children, Caitlin and Ahmaogak.","U.S. Department of the Interior","https://www.doi.gov/pressreleases/history-made-alaskan-leader-tara-mac-lean-sweeney-becomes-first-female-alaska-native","","Sweeney","","","","","","true"
"2022","State","Mari Lisabeth Stull","Senior Advisor, Bureau of International Organizational Affairs","","","","2018-04-01","","https://www.documentcloud.org/documents/6419865-Mari-Lisabeth-Stull-Financial-Disclosure.html","","","","14","mari-lisabeth-stull","true","","","","state","","","","","","","","","Stull","","","","","","true"
"2020","State","Tyler Brace","Strategic Advisor, Bureau of European and Eurasian Affairs","","","","2018-07-08","","https://www.documentcloud.org/documents/6419493-Tyler-Brace-Financial-Disclosure.html","","","","14","tyler-brace","","","","","state","","","","","","","","","Brace","","","","","","true"
"2023","State","Golan Rodgers","Senior Advisor, Bureau of Arms Control, Verification and Compliance","","","","2018-08-05","","https://www.documentcloud.org/documents/6419870-Golan-Rodgers-Financial-Disclosure.html","","","","14","golan-rodgers","","","","","state","","","","","","","","","Rodgers","","","","","","true"
"2016","Interior","Ronald Klawitter","Advisor, Bureau of Reclamation","","","","2018-08-01","","https://www.documentcloud.org/documents/6419857-Ronald-Klawitter-Financial-Disclosure.html","","","","35","ronald-klawitter","","","","","interior","","","","","","","","","Klawitter","","","","","","true"
"2019","Interior","Ryan Hambleton","Deputy Assistant Secretary — Fish and Wildlife and Parks","","","","2018-04-15","","https://www.documentcloud.org/documents/6419840-Ryan-Hambleton-Financial-Disclosure.html","","","","35","ryan-hambleton","","","","","interior","","","","","","","","","Hambleton","","","","","","true"
"2021","State","Melika Willoughby","Special Assistant, Bureau of Democracy, Human Rights and Labor","","","","2018-05-27","","https://www.documentcloud.org/documents/6420153-Melika-Willoughby-Financial-Disclosure.html","","","","14","melika-willoughby","","","","","state","","","","","","","","","Willoughby","","","","","","true"
"2017","Interior","Robert Earl Gordon","Deputy Assistant Secretary for Policy","","","","2018-08-27","","https://www.documentcloud.org/documents/6419862-Robert-Earl-Gordon-Financial-Disclosure.html","","","","35","robert-earl-gordon","","","","","interior","false","","","","","","","","Gordon","","","","","","true"
"3498","White House Office","Caron P. Carlson","Records Management Analyst","","","$43,600","","","","","","","39","caron-p-carlson","","","","","white-house-office","","","","","","","","","Carlson","","","","","",""
"2032","State","Dan Negrea","Senior Advisor, Office of Policy Planning","","","","2018-04-15","","https://www.documentcloud.org/documents/6419869-Dan-Negrea-Financial-Disclosure.html","","","","14","dan-negrea","","","","","state","","","","","","","","","Negrea","","","","","","true"
"2033","State","Jessica Moore","Legislative Management Officer","","","","2018-07-08","","https://www.documentcloud.org/documents/6420154-Jessica-Moore-Financial-Disclosure.html","","","","14","jessica-moore","","","","","state","false","","","https://www.linkedin.com/in/jess-moore-6351156/","Bio required subscription but it does exist","National Journal","https://www.nationaljournal.com/s/670572/carousel-leadership-conference-beefs-up-its-campaign-team","","Moore","","","","","","true"
"2028","State","Robert Noel","Writer - Editor (Speech Writer)","","","","2018-09-02","","https://www.documentcloud.org/documents/6419867-Robert-Noel-Financial-Disclosure.html","","","","14","robert-noel","","","","","state","false","","","https://www.linkedin.com/in/rob-noel-a04755118/","","","","","Noel","","","","","","true"
"2029","State","David Peyman","Deputy Assistant Secretary, Bureau of Economic and Business Affairs","","","","2018-08-05","","https://www.documentcloud.org/documents/6420197-David-Peyman-Financial-Disclosure.html","","","","14","david-peyman","","","","","state","","","","","Mr. Peyman joined the State Department from BlackRock, Inc., where he was Global Head of Sanctions and led the sanctions compliance framework for over $6 trillion in assets under management and offices in 30 countries. Prior to joining BlackRock, Mr. Peyman was a Special Assistant United States Attorney and Deputy Attorney General of California. During his service as a prosecutor, Mr. Peyman was also an adjunct law professor at Southwestern Law School, where he taught a course on Government Investigations and Prosecutions. Mr. Peyman began his law career at Skadden, Arps, Slate, Meagher and Flom LLP and was the senior sanctions advisor to United Against Nuclear Iran.

Mr. Peyman served as Jewish Affairs and Outreach Director for the Trump-Pence campaign and on the Presidential Transition Team. Mr. Peyman obtained his law degree from Harvard Law School and his undergraduate degree from UCLA, where he graduated summa cum laude, received the Chancellor’s Service Award and was the class commencement speaker. He speaks fluent Persian.","U.S. Department of State","https://www.state.gov/r/pa/ei/biog/bureau/285050.htm","","Peyman","","","","","","true"
"2031","State","Toni Porter","Advisor to the Secretary, Office of the Secretary","","","","2018-05-27","","https://www.documentcloud.org/documents/6419868-Toni-Porter-Financial-Disclosure.html","","","","14","toni-porter","","","","","state","","","","","Another important—if lesser-known—adviser to Pompeo is Toni Porter, who served as his chief of protocol at the CIA and also was an aide to Pompeo during most of his six years as a Republican Congressman from Kansas.

Porter’s title now is senior adviser to the secretary of state, a somewhat fuzzy role in which she handles whatever tasks Pompeo asks her to do, including serving as a liaison to others in the department.

Porter served as Pompeo’s district director in Kansas when he served in Congress. The Kansas State graduate’s resume also includes a stint as director of government relations for the Wichita Regional Chamber of Commerce.","Politico","https://www.politico.com/story/2018/08/20/pompeo-state-inner-circle-789827","","Porter","","","","","","true"
"3499","White House Office","Jake E. Carnes","Staff Assistant","","","$48,800","","","","","","","39","jake-e-carnes","","","","","white-house-office","","","","","","","","","Carnes","","","","","",""
"2045","State","Caroline Casagrande","Deputy Assistant Secretary, Bureau of Education and Cultural Affairs","","","","2018-09-02","","https://www.documentcloud.org/documents/6419878-Caroline-Casagrande-Financial-Disclosure.html","","","","14","caroline-casagrande","","","","","state","","","","","Previously, Ms. Casagrande served as the Special Advisor to ECA Assistant Secretary Marie Royce, providing senior-level advice on the formulation of public diplomacy programming to support the National Security Strategy. She has led new initiatives on a broad range of educational and cultural exchange programming to support global women’s economic empowerment, religious freedom, and countering state-sponsored disinformation.

A life-long public servant, Ms. Casagrande served in the New Jersey General Assembly representing the 11th and 12th Legislative Districts from 2008 to 2016, rising to Deputy Republican Leader. She is the youngest woman assembly member ever elected in New Jersey, and a member of the first all-female delegation to represent a New Jersey Legislative District. Prior to serving in the New Jersey Assembly, she was a partner in the law firm of Menna, Supko & Casagrande in Shrewsbury, NJ. She has served as township attorney and special counsel for municipalities throughout New Jersey. Ms. Casagrande served as Director of the Young Women’s Leadership Institute from 2010-2016, which she developed to expose high school seniors to careers in public service. She has been an honorary fellow of Rutgers University’s Eagleton Institute of Politics since 2015. She is an exchange alumna, having participated both as an American Council of Young Political Leaders (ACYPL) delegate to Nepal in 2010 and as an ACYPL fellowship recipient at the East-West Center in 2015 from where she traveled to India as part of a delegation of young parliamentarians.

A New Jersey native, Ms. Casagrande holds a J.D. from Rutgers School of Law – Camden and a B.S. in political science from Pennsylvania State University. While in college, Ms. Casagrande interned in the new democratic government of South Africa.","U.S. Department of State","https://www.state.gov/r/pa/ei/biog/bureau/286378.htm","","Casagrande","","","","","","true"
"2130","Education","Jordan Harding","Special Assistant (Supervisory), Office of Legislation and Congressional Affairs","","","","2018-09-24","","https://www.documentcloud.org/documents/6419956-Jordan-Harding-Financial-Disclosure.html","","","","3","jordan-harding","","","","","education","","","","","","","","","Harding","","","","","","true"
"2044","State","Brian Bulatao","Senior Advisor, Office of the Counselor","","","","2018-09-02","","https://www.documentcloud.org/documents/6419877-Brian-Bulatao-Financial-Disclosure.html","","","","14","brian-bulatao","","","","","state","","","","","Bulatao has followed Pompeo throughout much of his career, The duo attended West Point together and went on to co-found Thayer Aerospace, a Kansas-based company that manufactures airplane parts. And Bulatao worked as CIA’s chief operating officer when Pompeo was the agency’s director.","Roll Call","https://www.rollcall.com/news/politics/menendez-pompeo-feud-over-diplomatic-nominees","","Bulatao","","","","","","true"
"2042","State","Morgan Augustus Dively","Staff Assistant, Office of the Secretary","","","","2018-09-30","","https://www.documentcloud.org/documents/6419871-Morgan-Augustus-Dively-Financial-Disclosure.html","","","","14","morgan-augustus-dively","","","","","state","","","","","","","","","Dively","","","","","","true"
"2043","State","Catherine Fenton","Assistant Chief of Protocol for Ceremonials","","","","2018-04-01","","https://www.documentcloud.org/documents/6419876-Catherine-Fenton-Financial-Disclosure.html","","","","14","catherine-fenton","","","","","state","","","","","","","","","Fenton","","","","","","true"
"1423","Environmental Protection Agency","Scott Pruitt","Administrator","","","","2017-02-17","","https://www.documentcloud.org/documents/4387764-Scott-Pruitt-Financial-Disclosure.html","","","","67","scott-pruitt","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/e-scott-pruitt-3b771653/","Most recently, Pruitt served as the Attorney General for Oklahoma. Almost immediately upon taking office, he worked with his Democratic counterpart in Arkansas to reach agreement to study the water quality of the Illinois River, which crosses the border between the two states and has been enjoyed by generations of Oklahomans. The Statement of Joint Principles provides for a best science study using EPA-approved methods, with both states agreeing, for the first time, to be bound by the outcome. Also during his tenure as Oklahoma’s Attorney General, Pruitt led an historic water rights settlement between the two states and has been enjoyed by generations of OklahomansBefore being elected attorney general, he served eight years in the Oklahoma State Senate where he was a leading voice for fiscal responsibility. After earning his Bachelor’s Degree from Georgetown College and graduating from the University of Tulsa College of Law, Pruitt went into private legal practice, specializing in constitutional law.","Environmental Protection Agency","https://www.epa.gov/aboutepa/epas-administrator","","Pruitt","","","","","",""
"2055","Agriculture","Gregory \"Keith\" Gray","Chief of Staff, Risk Management Agency","","","","2018-07-16","","https://www.documentcloud.org/documents/6419888-Gregory-Keith-Gray-Financial-Disclosure.html","","","","5","gregory-keith-gray","true","","","","agriculture","","","","","Gray has decades of political experience on and off Capitol Hill and formerly served as National Affairs director for the Alabama Farmers Federation and Alfa Insurance. Previously, he was a legislative assistant for then-U.S. Rep. Terry Everett, R-Alabama, who served on the House Agriculture Committee. More recently, Gray was president of Gray Matter Consulting, LLC. 

“Agriculture is woven into the fabric of America’s rural communities. Providing crop insurance tools for farmers is important for them to manage and mitigate risks in farming,” said Gray, who grew up in Tallassee. “President Trump and Secretary Perdue have proven they are committed to farmers and are focused on improving services to them.”

RMA manages the Federal Crop Insurance Corporation to provide crop insurance products to America’s farmers and ranchers. Approved Insurance Providers (AIPs) sell and service Federal crop insurance policies through a public-private partnership with RMA. The agency backs AIPs who share risks associated with catastrophic losses due to major weather events.

“Our agency is determined to provide better service to our customers — American farmers — and USDA is focused on how we can deliver farm programs better and more efficiently,” Gray said. “This is an exciting opportunity for me, and I am happy to serve USDA and be a part of this team.”

RMA Administrator Martin Barbre, an Illinois farmer, was appointed earlier this year and was sworn in by Perdue April 30. He is the former president of the National Corn Growers Association.

“We’re really fortunate to have Keith on board at RMA,” Barbre said. \"His extensive background in agriculture and grasp of the issues that farmers care about will help us achieve many of our goals — from expanding the farm safety net to increasing access to capital for beginning farmers.”

Federation President Jimmy Parnell congratulated Gray on his appointment.

“Keith has an excellent record of serving Alabama farmers, and we’re excited about the opportunity for him to put his knowledge and experience to work for USDA and farmers across America,” Parnell said.

Gray is a preferred trainer and chair of the Grants Management Committee of the Grant Professionals Association. He is also a trainer for the National Grants Management Association. Gray graduated from the University of Alabama with a B.A. in political science and a master’s in public administration. He also is a graduate of the George Mason School of Law in Arlington, Virginia. He is district chairman of Colonial District in northern Virginia and an executive board member of the Boy Scouts of America National Capital Area Council.

He and wife Nicole live in Alexandria, Virginia, and have two children.","Alabama Farmers Federation","http://alfafarmers.org/stories/news-detail/keith-gray-named-usda-risk-management-agency-chief-of-staff#.XFJZMPx7lp8","","Gray","","","","","","true"
