id,name_rus,name_eng,position_rus,position_eng,office_rus,office_eng,date_of_appointment,gender,year_of_birth,age,birth_place_region_rus,birth_place_region_eng,birth_place_location_rus,birth_place_location_eng,university_rus,university_eng,grad_year,ed_level_rus,ed_level_eng,employer_rus,employer_eng,`,emp_region_eng,start_date,end_date,last_title_rus,last_title_eng,2019_fired,2020_fired,image,staff_income,spouse_income,income_2019,income_2018,notes_rus,notes_eng
79,,,,,,,,,,,,,,,,,,,,прокуратура Воронежской области,the prosecutor's office of Voronezh region,Воронежская область,Voronezh region,2007,2017,заместитель прокурора,Deputy Attorney,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры  в Северо-Кавказском федеральном округе,General Prosecutor's Office of the North Caucasian Federal District,Ставропольский край,Stavropol region,2017,2019,начальник управления Генеральной прокуратуры Российской Федерации в Северо-Кавказском федеральном округе,Head of the Russian Federation Prosecutor General's Office in the North Caucasus Federal District,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,прокуратура Томской области,prosecutor of Tomsk region,Томская область,Tomsk region,2019,,прокурор,prosecutor,,,,,,,,,
29,Князев Анатолий Гаврилович,Knyazev Anatoliy Gavrilovich,Прокурор региона,region prosecutor,Камчатский край,Kamchatka Krai,2008,male,1951,69,Еврейская автономная область,Jewish Autonomous Region,Бобрихинский Биробиджанского района,Bobrihinsky Birobidzhan region,Московский государственный юридический университет (Всесоюзный юридический заочный институт),Moscow State Law University (All-Union Correspondence Institute of Law),1981,специалист,specialist,Прокуратура Камчатского края,The prosecutor's office of the Kamchatka Territory,Камчатский край,Kamchatka Krai,1981,1995,Прокурор Петропавловска-Камчатского,Prosecutor of Petropavlovsk-Kamchatsky,,1,https://ruspekh.ru/images/articles/53425/2019-07-08-639_87237-2_877741.jpg,"6 706 545,00","703 432,00",,1,,
80,,,,,,,,,,,,,,,,,,,,Среднесибирской транспортной прокуратуры,Central Siberian transport prosecutor's office,Новосибирская область,Novosibirsk region,,,следователь,investigator,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,Красноярский край,Krasnoyarsk region,2006,2008,следователь,investigator,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,прокуратура  Красноярского края,prosecutor of the Krasnoyarsk Territory,Красноярский край,Krasnoyarsk region,2008,,заместителем прокурора,Deputy prosecutor,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,прокуратура Республики Тыва,Prosecutor's Office of the Republic of Tyva,Тыва,Tyva,2017,,прокурор,prosecutor,,,,,,,,,
12,Ковалёва Галина Николаевна ,Kovaleva Galina Nikolaevna,Прокурор региона,region prosecutor,Бурятия,Buryatia,2017,female,1968,52,Бурятия,Buryatia,Улан-Удэ,Ulan-Ude,Бурятский государственный университет,Buryat State University,2000,специалист,specialist,Прокуратура Бурятии,The Prosecutor's Office of Buryatia,Бурятия,Buryatia,1995,2000,Главный специалист,Chief Specialist,,,https://bgtrk.ru/upload/resize_cache/iblock/483/600_6000_1/48305f6a97d7eba29f7ee2d6455e6bad.jpg,"5 034 409,35",,1,,,
81,,,,,,,,,,,,,,,,,,,,прокуратура Амурская область,Prosecutor's Office of the Amur Region,Амурская область,Amur region,2006,,следователь,investigator,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,прокуратура Приморского края,prosecutor of Primorsky Krai,Приморскоий край,Primorskoy edge,2012,,прокурор,prosecutor,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,прократура Браянской области,prokratura Brayanskoy area,Брянская область,Bryansk region,2016,,заместителя прокурора,Deputy prosecutor,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,прокуратура  Тульской области,Prosecutor's Office of the Tula region,Тульская область,Tula region,2018,,прокурор,prosecutor,,,,,,,,,
43,Кожевников Константин Михайлович,Kozhevnikov Konstantin Mikhailovich,Прокурор региона,region prosecutor,Липецкая область,Lipetsk region,2013,male,1964,56,Красноярский край,Krasnoyarsk region,Иланский,Ilansky,Дальневосточный юридический институт МВД,Far Eastern Law Institute of the Ministry of Interior,1990,кандидат юридических наук,Candidate of Legal Sciences,Прокуратура Хабаровского края,The prosecutor's office of the Khabarovsk Territory,Хабаровский край,Khabarovsk region,1990,2006,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,1,http://data.cyclowiki.org/images/b/b2/Konstantin_Mikhajlovich_Kozhevnikov.jpg,"2 779 885,00","1 821 632,00",,1,"Уволен, возможно, в связи с делом ЛТК",Fired probably becuase of corruption scandal. Blackmailed a businessmen
82,,,,,,,,,,,,,,,,,,,,прокуратура Ханты-Мансийского ао,the prosecutor's office of the Khanty-Mansi Autonomous Area,Ханты-Мансийский автономный округ — Югра,Khanty-Mansi Autonomous District - Yugra,2016,,прокурор,prosecutor,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,прокуратура Тюменской области,Prosecutor's Office of the Tyumen region,Тюменская область,Tyumen region,2019,,прокурор,prosecutor,,,,,,,,,
86,Кондратьев Александр Филиппович,Kondratyev Alexander Filippovich,Прокурор региона,region prosecutor,Республика Хакасия,The Republic of Khakassia,2018,male,1966,54,Курганская область,Kurgan region,Головное,Golovnoe,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1991,специалист,specialist,прокуратура Курганская область,Kurgan Region prosecutor's office,Курганская область,Kurgan region,1991,,следователь прокуратуры,investigator,,,http://www.prokrh.ru/upload/medialibrary/953/9536cd9dde40c5e79425b3f40511939c.jpg,"5 530 971,00","1 437 391,00",1,,,
174,Коржинек Леонид Геннадьевич,Korzhinek Leonid Gennadievich,заместитель Генерального прокурора,Deputy Prosecutor General,Генеральная прокуратура,General prosecutor's Office,2016,male,1957,63,Забайкальский край,Zabaykalsky Krai,Оловянная,Olovyannaya,Иркутский государственный университет,Irkutsk State University,1985,специалист,specialist,Прокуратура Иркутской области,The Prosecutor's Office of Irkutsk region,Иркутская область,Irkutsk region,1986,1998,"Старший помощник Ангарского прокурора, Казачинско-Ленского прокурора, прокурора Иркутской области","Senior Assistant Prosecutor of Angarsk, Kazachinsko-Lena prosecutor, prosecutor of the Irkutsk region",,1,http://s3.yugopolis.ru/media/data/img/cdbb04ac08902ad689d7e0cd19585b33/29801.jpg,"4 631 453,00","132 243,00",,1,Связан с бандой Цапков,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,1985,,следователь,investigator,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,1987,,прокрор,prokror,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,1987,,следователь,investigator,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,1989,,заместитель прокурора,Deputy Attorney,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,1991,,прокурор,prosecutor,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,2000,,прокурор,prosecutor,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,2002,,заместитель прокурора Ульяновской области,Deputy Prosecutor of the Ulyanovsk region,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,2004,,первый заместитель прокурора,First Deputy Prosecutor,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прократура Республики Башкортостан,prokratura Republic of Bashkortostan,Башкортостан,Bashkortostan,2005,,прокурор,prosecutor,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,прокуратура Ульяновской области,prosecutor of the Ulyanovsk region,Ульяновская область,Ulyanovsk region,2013,,прокурор,prosecutor,,,,,,,,,
96,Костенко Денис Алексеевич,Kostenko Denis Alexeevich,Прокурор региона,region prosecutor,Волгоградская область,Volgograd region,2020,male,1972,48,,,Омск,,Омский государственный университет,Omsk State University,1994,специалист,specialist,прокуратура Омской области,Omsk region prosecutor's office,Омская область,Omsk region,1994,2005,"старший помощник прокурора Октябрьского района города Омска, прокурор отдела по надзору за соблюдением законов и законностью правовых актов прокуратуры Омской области, заместитель прокурора Октябрьского административного округа города Омска, заместитель Омского городского прокурора,  начальник отдела по надзору за исполнением законов на транспорте и в таможенных органах прокуратуры Омской области. В 2004-2005  г.г. – начальник отдела по надзору за процессуальной деятельностью органов безопасности и исполнением таможенного законодательства прокуратуры","senior assistant prosecutor of the Oktyabrsky district of the city of Omsk, prosecutor of compliance with the law supervision and legality of legal acts of the prosecutor's office of the Omsk region, the deputy prosecutor of the October Administrative District of the city of Omsk, the deputy of the Omsk City Attorney, Head of Department for Supervision over the implementation of laws on the transport and customs Prosecutor's Office Omsk region. In 2004-2005, - Head of Department for Supervision of procedural activities of the security services and the execution of the customs legislation of the prosecutor's office",,,,"4 111 470,29","2 960 344,29",1,,,
85,,,,,,,,,,,,,,,,,,,,прокуратура Омской области,Omsk region prosecutor's office,Омская область,Omsk region,1995,,прокурор,prosecutor,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,прокуратура Приморского крайя,prosecutors Primor,Приморский край,Primorsky Krai,2008,,первый заместитель прокурора Приморского края,First Deputy Prosecutor Primorsky Krai,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,прокуратура  Сахалинской области,Sakhalin region prosecutor's office,Сахалинская область,Sakhalin region,2013,,прокурор ,prosecutor,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,прокуратура Хабаровский край,Prosecutor's Office of the Khabarovsk Territory,Хабаровский край,Khabarovsk region,2019,,прокурор ,prosecutor,,,,,,,,,
107,Краснов Игорь Викторович,Krasnov Igor Victorovich,Генеральный прокурор,General Prosecutor,Генеральная прокуратура,General prosecutor's Office,2020,male,1975,45,Архангельская область,Arhangelsk region,Холмогорский район,Kholmogory district,Поморский государственный университет,Pomor State University,1998,специалист,specialist,Прокуратура Архангельской области,The prosecutor's office of the Arkhangelsk region,Архангельская область,Arhangelsk region,1997,2006,следователь по особо важным делам,the investigator for particularly important cases,,,https://upload.wikimedia.org/wikipedia/commons/b/b4/11-03-2020_Igor_Krasnov.png,"4 931 693,00",,1,,,
86,,,,,,,,,,,,,,,,,,,,прокуратура Курганская область,Kurgan Region prosecutor's office,Курганская область,Kurgan region,1997,,прокурор,prosecutor,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,прокуратура Курганская область,Kurgan Region prosecutor's office,Курганская область,Kurgan region,2002,,заместителя прокурора ,Deputy prosecutor,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,прокуратура Ханты-Мансийского ао,the prosecutor's office of the Khanty-Mansi Autonomous Area,Ханты-Мансийский автономный округ — Югра,Khanty-Mansi Autonomous District - Yugra,2007,,прокурор,prosecutor,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,прокуратура Республики Хакасия,Prosecutor's Office of the Republic of Khakassia,Хакасия,Khakassia,2018,,прокурор,prosecutor,,,,,,,,,
198,Крук Геннадий Валентинович,Crook Gennady Valentinovich,транспортный прокурор,transport prosecutor,Транспортная прокуратура в Южном федеральном округе,Transport prosecutor's office of the South Federal District,2016,male,1976,44,ГДР,GDR,Магдебург,Magdeburg,Амурский государственный университет,Amur State University,1998,специалист,specialist,Прокуратура Амурской области,The prosecutor's office of the Amur Region,Амурская область,Amur region,1998,2008,"работал помощником прокурора Свободненского района Амурской области, следователем указанной прокуратуры, старшим следователем, следователем по особо важным делам прокуратуры г. Благовещенска Амурской области, заместителем прокурора г. Благовещенска, Благовещенским транспортным прокурором","worked as an assistant prosecutor Svobodnensky district of the Amur region, the investigator said the prosecutor's office, senior investigator, investigator for particularly important cases of the Prosecutor's Office of Blagoveshchensk the Amur region, the deputy prosecutor of Blagoveshchensk, Annunciation transport prosecutor",,,http://www.utprok.ru/imgs/management/small__KOS6011.jpg,"3 492 828,38","328 500,00",1,,,
87,,,,,,,,,,,,,,,,,,,,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,1990,,заместителем прокурора,Deputy prosecutor,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,1996,,прокурор,prosecutor,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,прокуратура Ханты-Мансийского ао,the prosecutor's office of the Khanty-Mansi Autonomous Area,Ханты-Мансийский автономный округ — Югра,Khanty-Mansi Autonomous District - Yugra,2006,,заместителем прокурора ,Deputy prosecutor,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,прокуратура Ханты-Мансийского ао,the prosecutor's office of the Khanty-Mansi Autonomous Area,Ханты-Мансийский автономный округ — Югра,Khanty-Mansi Autonomous District - Yugra,2007,,первым заместителем прокурора,First Deputy Prosecutor,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,прокуратура Ханты-Мансийского ао,the prosecutor's office of the Khanty-Mansi Autonomous Area,Ханты-Мансийский автономный округ — Югра,Khanty-Mansi Autonomous District - Yugra,2015,,прокурор,prosecutor,,,,,,,,,
179,Куренной Александр Игоревич,Kurennoj Alexander I.,начальник управления,Head of Department,Генеральная прокуратура,General prosecutor's Office,2016,male,1979,41,Московская область,Moscow region,Москва,Moscow,Журфак МГУ,journalism faculty of Moscow State University,,специалист,specialist,"НТВ, ТВ-Центр, Рен-ТВ, Эхо Москвы, Арсенал, ГТРК	ЦИК ВПП «Единая Россия»	Почта России","NTV, TV-Center, Ren-TV, Echo of Moscow, Arsenal, STRC CEC runway ""United Russia"" Russian Post",,,,,,,,1,http://www.skfo.gov.ru/media/person/img_270x270/R11o21rojmvRqozx1nedCHKAVHNtzuZ3.jpg,"2 372 006,00","1 048 152,00",,1,Ушел вместе с Чайкой в представительство Президента СКФО,
88,,,,,,,,,,,,,,,,,,,,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,1997,,заместитель прокурора ,Deputy Attorney,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,2002,,прокурор,prosecutor,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,2008,,заместитель прокурора Челябинской области,Deputy Prosecutor of the Chelyabinsk region,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,2017,,первый заместитель прокурора,First Deputy Prosecutor,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,2018,,прокурор Челябинской области.,Prosecutor of the Chelyabinsk region.,,,,,,,,,
168,Курьяков Андрей Валентинович,Kuriakov Andrey Valentinovich,заместитель начальника управления – начальник отдела,Deputy Head of Department - Head of Division,управление Генеральной прокуратуры в Уральском федеральном округе,Management of the General Prosecutor's Office in the Ural Federal District,2019,male,1973,47,Свердловская область,Sverdlovsk region,Екатеринбург (Свердловск),Ekaterinburg (Sverdlovsk),Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1996,специалист,specialist,Прокуратура Свердловской области,The prosecutor's office of the Sverdlovsk region,Свердловская область,Sverdlovsk region,2005,2019,,,,,http://genprok-urfo.ru/images_ckeditor/images/1%2812%29.jpg,"2 381 825,00","1 399 959,00",1,,,
89,,,,,,,,,,,,,,,,,,,,Прокуратура Чеченской Республики,The prosecutor's office of the Chechen Republic,Чечня,chechnya,2001,,межрайонный прокурор,interdistrict prosecutor,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,Прокуратура Чеченской Республики,The prosecutor's office of the Chechen Republic,Чечня,chechnya,2007,,заместителя прокурора республики,Deputy Prosecutor of the Republic,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,Прокуратура Чеченской Республики,The prosecutor's office of the Chechen Republic,Чечня,chechnya,2008,,первого заместителя прокурора Чеченской Республики,First Deputy Prosecutor of the Chechen Republic,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,Прокуратура Чеченской Республики,The prosecutor's office of the Chechen Republic,Чечня,chechnya,2012,,прокурор Чеченской Республики,the prosecutor of the Chechen Republic,,,,,,,,,
37,Лапин Сергей Юрьевич,Lapin Sergey Yurievich,Прокурор региона,region prosecutor,Костромская область,Kostroma region,2020,male,1980,40,Камчатский край,Kamchatka Krai,Елизово,Elizovo,Дальневосточный филиал Всероссийской академии внешней торговли,Far Eastern Branch of Russian Academy of Foreign Trade,2001,специалист,specialist,Прокуратура Санкт-Петербурга,The prosecutor's office of St. Petersburg,Санкт-Петербург,St. Petersburg,2001,2011,"старшего помощника, заместителя прокурора Кронштадтского района, заместителя прокурора Курортного района","senior assistant, the deputy prosecutor of the Kronstadt district, the deputy prosecutor of the Resort District",,,https://prokuratura-nao.ru/images/thumbnails/images/001-fill-250x380.jpg,"4 184 305,09","1 622 033,97",1,,,
90,,,,,,,,,,,,,,,,,,,,прокуратура Тульской области,Prosecutor's Office of the Tula region,Тульская область,Tula region,1990,,прокурор ,prosecutor,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,прокуратура Тульской области,Prosecutor's Office of the Tula region,Тульская область,Tula region,2002,,заместитель прокурора,Deputy Attorney,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,прокуратура Республики Адыгея,Prosecutor's Office of the Republic of Adygea,Адыгея,Adygea,2011,,прокурор,prosecutor,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,прокуратура Чувашской Республики,Prosecutor's Office of the Chuvash Republic,Чувашия,Chuvashia,2017,,прокурор,prosecutor,,1,,,,,,,
195,Лапшов В.В.,Lapshov V.V.,начальник управления,Head of Department,Генеральная прокуратура,General Prosecutor's Office of the Urals Federal District,,male,,,,,,,,,,специалист,specialist,,,,,,,,,,,,"3 256 448,00",,,1,,
91,,,,,,,,,,,,,,,,,,,,пркуратура Ивановской области,prkuratura Ivanovo region,Ивановская область,Ivanovo region,,,начальником отдела по расследованию особо важных дел прокуратуры,Head of Department for investigation of particularly important cases of the Prosecutor's Office,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,прокуратуры Чукотского ао,Chukotka Autonomous District Prosecutor's Office,Чукотский автономный округ,Chukotka Autonomous Okrug,2004,,заместителя прокурора округа,Deputy District Attorney,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,прокуратуры Чукотского ао,Chukotka Autonomous District Prosecutor's Office,Чукотский автономный округ,Chukotka Autonomous Okrug,2012,,прокурор,prosecutor,,,,,,,,,
184,Леговец Михаил Владимирович,Legovets Mikhail Vladimirovich,заместитель начальника управления – начальник отдела,Deputy Head of Department - Head of Division,Управление Генеральной прокуратуры в Северо-Кавказском федеральном округе,General Prosecutor's Office of the North Caucasian Federal District,2015,male,1977,43,,,,,Омский государственный университет,Omsk State University,1999,специалист,specialist,Прокуратура Омской области,The prosecutor's office of the Omsk region,Омская область,Omsk region,1998,2007,,,,1,http://prokuratura-krasnodar.ru/sites/default/files/styles/str_prok_inside/public/images/deputies/legovec.jpg?itok=Gs0bwTbw,"2 752 150,00","387 333,00",,1,,
92,,,,,,,,,,,,,,,,,,,,Хабаровская прокуратура,Khabarovsk prosecutor,Хабаровский край,Khabarovsk region,,,прокурором,prosecutor,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,Хабаровская прокуратура,Khabarovsk prosecutor,Хабаровский край,Khabarovsk region,,,прокурором,prosecutor,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,Хабаровская прокуратура,Khabarovsk prosecutor,Хабаровский край,Khabarovsk region,,,Заместитель прокурора,deputy Attorney,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,Прократура Еврейской ао,Prokratura Jewish Autonomous Region,Еврейская автономная область,Jewish Autonomous Region,2011,,прокурором,prosecutor,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,Прокуратура Магаданской области,The prosecutor's office of the Magadan Region,Магаданская область,Magadan Region,2012,,прокурором,prosecutor,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,прокуратура Ямало-Ненецкий ao  ,prosecutors Yamalo-Nenets ao,Ямало-Ненецкий aвтономный округ,Yamalo-Nenets Autonomous Okrug,2019,,прокурором,prosecutor,,,,,,,,,
78,Лежников Сергей Борисович,Lezhnikov Sergey Borisovich,Прокурор региона,region prosecutor,Тверская область,Tver region,2018,male,1970,50,Челябинская область,Chelyabinsk region,Подовинное,Podovinnoe,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1997,специалист,specialist,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,1995,,следователь,investigator,,,http://prokuratura.tver.ru/fckeditor/upload/image/_TIM9899.JPG,"3 129 178,11","825 947,32",,1,,
93,,,,,,,,,,,,,,,,,,,,Московская межрегиональная транспортная прокуратура,Moscow Interregional Transport Prosecutor's Office,Москва,Moscow,1998,,Следователь межрайонной прокуратуры ,Investigator interdistrict prosecutor,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,районного суд Москвы,District Court of Moscow,Москва,Moscow,2003,,судья ,referee,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,Генеральная прокуратура Российской Федерации,Prosecutor General's Office,Москва,Moscow,2012,,заместителем начальника управления по надзору за исполнением законов на транспорте и в таможенной сфере,Deputy Head of the Department for Supervision over the implementation of laws on transport and in the customs sphere,,,,,,,,,
68,Литвиненко Сергей Иванович,Litvinenko Sergey Ivanovich,Прокурор региона,region prosecutor,Санкт-Петербург,St. Petersburg,2011,male,1956,64,Краснодарский край,Krasnodar region,Крымск,Krymsk,Санкт-Петербургский государственный университет (Ленинградский государственный университет),Saint Petersburg State University (Leningrad State University),1989,кандидат юридических наук,Candidate of Legal Sciences,Северо-Западная транспортная прокуратура,North West Transport Prosecutor's Office,Санкт-Петербург,St. Petersburg,1988,2001,Заместитель транспортного прокурора,Deputy transport prosecutor,,,http://procspb.ru/uploads/staff/p4r574yzohzh.jpg,"4 738 521,72","112 069,20",1,,,
94,,,,,,,,,,,,,,,,,,,,Управление Генеральной прокуратуры в Дальневосточном Федеральном округе,General Prosecutor's Office of the Far Eastern Federal District,Хабаровский край,Khabarovsk region,,2020,,,,,,,,,,,
141,Литвишко Петр Андреевич,Litvishko Peter Andreevich,заместитель начальника Главного управления,Deputy Head of Main Department,Генеральная прокуратура,General prosecutor's Office,,male,,,,,,,Московский государственный институт международных отношений,Moscow State Institute of International Relations,,кандидат юридических наук,Candidate of Legal Sciences,Следственный комитет России,The Investigative Committee of Russia,,,,,,,,,https://sledcom.ru/upload/site1/Litvishko-800x600.jpg,"3 080 202,00",,1,,,
95,,,,,,,,,,,,,,,,,,,,Прокуратура Крыма,Crimean prosecutor's office,Крым,Crimea,2014,2020,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
109,Лопатин Геннадий Борисович,Lopatin Gennady Borisovich,Заместитель генерального прокурора,Deputy Prosecutor General,Генеральная прокуратура,General prosecutor's Office,2011,male,1962,58,Воронежская область,Voronezh region,Рамонский район,Ramonsky district,Российская академия государственной службы при Президенте Российской Федерации,Russian Academy of Public Administration under the President of the Russian Federation,2003,специалист,specialist,Представительство Карачаево-Черкесской Республики при Президенте Российской Федерации,Representation of Karachay-Cherkessia Republic of the Russian Federation President,Москва,Moscow,1999,2002,руководитель,head,,,https://ruspekh.ru/images/avatar/51004.jpg?actual=2019-05-27_03:10:40,"6 676 639,00",,1,,,
96,,,,,,,,,,,,,,,,,,,,прокуратура Алтайского края,Prosecutor's Office of the Altai Territory,Алтайский край,Altai region,2005,2007,заместитель прокурора региона,Deputy Attorney region,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,Западно-Сибирская транспортная прокуратура,West Siberian Transport Prosecutor's Office,Новосибирская область,Novosibirsk region,2007,2018,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
88,Лопин Виталий Анатольевич,Lopin Vitaly Anatolievich,Прокурор региона,region prosecutor,Челябинская область,Chelyabinsk region,2018,male,1970,50,Челябинская область,Chelyabinsk region,Челябинск,Chelyabinsk,Уральская государственная юридическая Академия (Свердловский юридический институт),Ural State Law Academy (Sverdlovsk Law Institute),1994,специалист,specialist,прокуратура Челябинской области,Prosecutor's Office of the Chelyabinsk region,Челябинская область,Chelyabinsk region,1993,,следователь,investigator,,,http://www.chelproc.ru/pics/managers/100image.jpg,"4 034 201,93","1 393 516,75",1,,,
97,,,,,,,,,,,,,,,,,,,,Прокуратура Карачаево-Черкесии,The prosecutor's office of Karachay-Cherkessia,Карачаево-Черкесия,Karachay-Cherkessia,2009,2014,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,Прокуратура Томской области,The prosecutor's office in Tomsk region,Томская область,Tomsk region,2014,2014,Первый заместитель прокурора региона,The first deputy prosecutor of the region,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,Прокуратура Томской области,The prosecutor's office in Tomsk region,Томская область,Tomsk region,2015,2019,Прокурор региона,region prosecutor,,,,,,,,,
75,Лоренц Александр Александрович,Lorenz Alexander Alexandrovich,Прокурор региона,region prosecutor,Ставропольский край,Stavropol region,2019,male,1969,50,,,,,Карагандинский Государственный Университет,Karaganda State University,1996,спецалист,to professionals,Прокуратура Кокшетауской области Казахстана,The prosecutor's office of Kokshetau oblast of Kazakhstan,Казахстан,Kazakhstan,1996,,прокурора отдела по общему надзору прокуратуры Кокшетауской области,Department of Attorney for the general supervision of the Prosecutor's Office Kokshetau oblast,,,http://www.proksk.ru/upload/medialibrary/4f2/%D1%84%D0%BE%D1%82%D0%BE.jpg,"5 525 260,00","749 503,38",1,,,
98,,,,,,,,,,,,,,,,,,,,Прокуратура Ханты-Мансийского автономного округа — Югра,The prosecutor's office of the Khanty-Mansi Autonomous District - Yugra,Ханты-Мансийский автономный округ — Югра,Khanty-Mansi Autonomous District - Yugra,2006,2006,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,Прокуратура Тюменской области,The prosecutor's office of the Tyumen region,Тюменская область,Tyumen region,2006,2008,Заместитель прокурора региона,The deputy prosecutor of the region,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,Прокуратура Ямало-Ненецкого автономного округа  ,The prosecutor's office of the Yamalo-Nenets Autonomous District,Ямало-Ненецкий автономный округ,Yamalo-Nenets Autonomous Okrug,2008,2019,Прокурор региона,region prosecutor,,,,,,,,,
